DATE,TIME,LATITUDE,LONGITUDE,VISIBILITY,LIGHT,RDSFCOND,INJURY,FATAL_NO,TEMP_MAX,TEMP_MIN,PRECIPITATION,TEMP_AVG,Temp_Category,RAINY_DAY
2006-01-08,18:28,43.721445,-79.558090000000007,Clear,Dark,Dry,None,0,0.8,-2.2,0,-0.7000000000000001,Low Temp,Dry
2006-01-08,18:28,43.721445,-79.558090000000007,Clear,Dark,Dry,None,0,0.8,-2.2,0,-0.7000000000000001,Low Temp,Dry
2006-01-08,18:28,43.721445,-79.558090000000007,Clear,Dark,Dry,Unknown,0,0.8,-2.2,0,-0.7000000000000001,Low Temp,Dry
2006-01-08,18:28,43.721445,-79.558090000000007,Clear,Dark,Dry,None,0,0.8,-2.2,0,-0.7000000000000001,Low Temp,Dry
2006-01-08,18:28,43.721445,-79.558090000000007,Clear,Dark,Dry,Fatal,0,0.8,-2.2,0,-0.7000000000000001,Low Temp,Dry
2006-01-09,14:35,43.769445,-79.28229,Clear,Daylight,Dry,Unknown,0,3.2,0.6,0.5,1.9000000000000001,Low Temp,Rainy
2006-01-09,14:35,43.769445,-79.28229,Clear,Daylight,Dry,None,0,3.2,0.6,0.5,1.9000000000000001,Low Temp,Rainy
2006-01-09,14:35,43.769445,-79.28229,Clear,Daylight,Dry,Fatal,0,3.2,0.6,0.5,1.9000000000000001,Low Temp,Rainy
2006-01-10,08:04,43.743645,-79.25129,Clear,Daylight,Dry,Minor,0,2.9,-0.2,0,1.3499999999999999,Low Temp,Dry
2006-01-10,08:04,43.743645,-79.25129,Clear,Daylight,Dry,Major,0,2.9,-0.2,0,1.3499999999999999,Low Temp,Dry
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Minimal,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Minimal,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Unknown,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Major,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-11,11:20,43.722045,-79.30799,Clear,Daylight,Wet,Unknown,0,7.4,0.2,1.3,3.8000000000000003,Low Temp,Rainy
2006-01-14,09:04,43.741045,-79.53989,Strong wind,Daylight,Ice,Unknown,0,7.6,-4.6,4,1.5,Low Temp,Rainy
2006-01-14,09:04,43.741045,-79.53989,Strong wind,Daylight,Ice,None,0,7.6,-4.6,4,1.5,Low Temp,Rainy
2006-01-14,09:04,43.741045,-79.53989,Strong wind,Daylight,Ice,Major,0,7.6,-4.6,4,1.5,Low Temp,Rainy
2006-01-14,20:58,43.704345000000004,-79.40959,Clear,Dark,Dry,None,0,7.6,-4.6,4,1.5,Low Temp,Rainy
2006-01-14,20:58,43.704345000000004,-79.40959,Clear,Dark,Dry,Major,0,7.6,-4.6,4,1.5,Low Temp,Rainy
2006-01-15,18:12,43.665545,-79.48289,Clear,Dark,Dry,None,0,-5.1,-12.2,0,-8.649999999999999,Low Temp,Dry
2006-01-15,18:12,43.665545,-79.48289,Clear,Dark,Dry,Major,0,-5.1,-12.2,0,-8.649999999999999,Low Temp,Dry
2006-01-17,19:40,43.758945,-79.42259,Rain,Dark,Wet,None,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,19:40,43.758945,-79.42259,Rain,Dark,Wet,Major,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,22:00,43.769145,-79.18279,Rain,Dark,Wet,None,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,22:00,43.769145,-79.18279,Rain,Dark,Wet,Major,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,23:50,43.690445,-79.31139,Rain,Dark,Wet,None,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,23:50,43.690445,-79.31139,Rain,Dark,Wet,None,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-17,23:50,43.690445,-79.31139,Rain,Dark,Wet,Major,0,2.1,-5.2,4,-1.55,Low Temp,Rainy
2006-01-22,02:30,43.765045,-79.17039,Clear,Dark,Dry,Major,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-22,02:30,43.765045,-79.17039,Clear,Dark,Dry,Unknown,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-22,02:30,43.765045,-79.17039,Clear,Dark,Dry,None,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-22,18:00,43.671145,-79.38719,Clear,Dark,Dry,Major,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-22,18:00,43.671145,-79.38719,Clear,Dark,Dry,Unknown,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-22,18:00,43.671145,-79.38719,Clear,Dark,Dry,None,0,1.8,-4.4,0,-1.3000000000000003,Low Temp,Dry
2006-01-24,01:45,43.745345,-79.29469,Clear,Dawn,Dry,Major,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,01:45,43.745345,-79.29469,Clear,Dawn,Dry,Unknown,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,01:45,43.745345,-79.29469,Clear,Dawn,Dry,None,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,01:45,43.745345,-79.29469,Clear,Dawn,Dry,Fatal,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,07:54,43.803445,-79.17069,Clear,Daylight,Wet,None,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,07:54,43.803445,-79.17069,Clear,Daylight,Wet,None,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,07:54,43.803445,-79.17069,Clear,Daylight,Wet,Fatal,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,Minimal,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,None,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,Unknown,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,Fatal,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,Minimal,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-24,22:20,43.684045,-79.38349,Rain,Dark,Wet,Unknown,0,3,-2.4,1.1,0.30000000000000004,Low Temp,Rainy
2006-01-27,20:46,43.663545,-79.41839,Clear,Dark,Dry,Unknown,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,20:46,43.663545,-79.41839,Clear,Dark,Dry,None,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,20:46,43.663545,-79.41839,Clear,Dark,Dry,None,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,20:46,43.663545,-79.41839,Clear,Dark,Dry,None,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,20:46,43.663545,-79.41839,Clear,Dark,Dry,Major,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,23:01,43.766545,-79.41429,Clear,Dark,Dry,Major,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,23:01,43.766545,-79.41429,Clear,Dark,Dry,Minor,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-01-27,23:01,43.766545,-79.41429,Clear,Dark,Dry,Unknown,0,4.8,-7.3,0,-1.25,Low Temp,Dry
2006-02-02,14:21,43.655845,-79.39919,Clear,Daylight,Dry,Major,0,5.3,-0.8,0,2.25,Low Temp,Dry
2006-02-02,14:21,43.655845,-79.39919,Clear,Daylight,Dry,Major,0,5.3,-0.8,0,2.25,Low Temp,Dry
2006-02-02,14:21,43.655845,-79.39919,Clear,Daylight,Dry,None,0,5.3,-0.8,0,2.25,Low Temp,Dry
2006-02-02,14:21,43.655845,-79.39919,Clear,Daylight,Dry,None,0,5.3,-0.8,0,2.25,Low Temp,Dry
2006-02-07,13:30,43.663745,-79.49039,Clear,Daylight,Dry,None,0,-1.7,-6,0.30000000000000004,-3.85,Low Temp,Rainy
2006-02-07,13:30,43.663745,-79.49039,Clear,Daylight,Dry,Major,0,-1.7,-6,0.30000000000000004,-3.85,Low Temp,Rainy
2006-02-08,07:45,43.657845,-79.47909,Clear,Daylight,Dry,None,0,-3.3,-9.7,0,-6.5,Low Temp,Dry
2006-02-08,07:45,43.657845,-79.47909,Clear,Daylight,Dry,Major,0,-3.3,-9.7,0,-6.5,Low Temp,Dry
2006-02-08,15:00,43.686745,-79.59559,Clear,Daylight,Dry,None,0,-3.3,-9.7,0,-6.5,Low Temp,Dry
2006-02-08,15:00,43.686745,-79.59559,Clear,Daylight,Dry,Major,0,-3.3,-9.7,0,-6.5,Low Temp,Dry
2006-02-11,18:04,43.752745,-79.32639,Clear,Dark,Dry,None,0,-2.6,-6.9,0,-4.75,Low Temp,Dry
2006-02-11,18:04,43.752745,-79.32639,Clear,Dark,Dry,Major,0,-2.6,-6.9,0,-4.75,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,Minor,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,Major,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:45,43.735945,-79.26949,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,Major,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,Minimal,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-12,08:56,43.682345,-79.34609,Clear,Daylight,Dry,None,0,-3.8,-10.9,0,-7.35,Low Temp,Dry
2006-02-13,09:25,43.712545,-79.30039,Clear,Daylight,Dry,Major,0,-1.3,-6.4,0,-3.85,Low Temp,Dry
2006-02-13,09:25,43.712545,-79.30039,Clear,Daylight,Dry,None,0,-1.3,-6.4,0,-3.85,Low Temp,Dry
2006-02-13,09:25,43.712545,-79.30039,Clear,Daylight,Dry,None,0,-1.3,-6.4,0,-3.85,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,None,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,None,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,Minor,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,Major,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,Minor,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-14,05:20,43.688345,-79.48289,Clear,Dark,Dry,Major,0,2.1,-3.7,0,-0.8,Low Temp,Dry
2006-02-15,09:35,43.687345,-79.34469,Clear,Daylight,Dry,Fatal,0,6.7,0.7,0,3.7,Low Temp,Dry
2006-02-15,09:35,43.687345,-79.34469,Clear,Daylight,Dry,Unknown,0,6.7,0.7,0,3.7,Low Temp,Dry
2006-02-15,09:35,43.687345,-79.34469,Clear,Daylight,Dry,None,0,6.7,0.7,0,3.7,Low Temp,Dry
2006-02-19,15:08,43.713045,-79.36719,Clear,Daylight,Dry,None,0,-5.7,-14,0,-9.85,Low Temp,Dry
2006-02-19,15:08,43.713045,-79.36719,Clear,Daylight,Dry,Major,0,-5.7,-14,0,-9.85,Low Temp,Dry
2006-02-20,06:07,43.638245,-79.43109,Clear,Dark,Dry,Major,0,-1.8,-9.9,0,-5.8500000000000005,Low Temp,Dry
2006-02-20,06:07,43.638245,-79.43109,Clear,Dark,Dry,None,0,-1.8,-9.9,0,-5.8500000000000005,Low Temp,Dry
2006-02-20,18:40,43.808145,-79.21999,Clear,Dusk,Dry,Unknown,0,-1.8,-9.9,0,-5.8500000000000005,Low Temp,Dry
2006-02-20,18:40,43.808145,-79.21999,Clear,Dusk,Dry,None,0,-1.8,-9.9,0,-5.8500000000000005,Low Temp,Dry
2006-02-20,18:40,43.808145,-79.21999,Clear,Dusk,Dry,Fatal,0,-1.8,-9.9,0,-5.8500000000000005,Low Temp,Dry
2006-02-21,18:46,43.740545,-79.43479,Clear,Dark,Dry,None,0,1.3,-4.9,0.1,-1.8000000000000003,Low Temp,Rainy
2006-02-21,18:46,43.740545,-79.43479,Clear,Dark,Dry,Major,0,1.3,-4.9,0.1,-1.8000000000000003,Low Temp,Rainy
2006-02-23,07:00,43.628045,-79.55889,Clear,Daylight,Dry,None,0,5.1,-4.7,1.1,0.19999999999999973,Low Temp,Rainy
2006-02-23,07:00,43.628045,-79.55889,Clear,Daylight,Dry,None,0,5.1,-4.7,1.1,0.19999999999999973,Low Temp,Rainy
2006-02-23,07:00,43.628045,-79.55889,Clear,Daylight,Dry,Major,0,5.1,-4.7,1.1,0.19999999999999973,Low Temp,Rainy
2006-02-23,13:50,43.693745,-79.42259,Clear,Daylight,Dry,Major,0,5.1,-4.7,1.1,0.19999999999999973,Low Temp,Rainy
2006-02-23,13:50,43.693745,-79.42259,Clear,Daylight,Dry,None,0,5.1,-4.7,1.1,0.19999999999999973,Low Temp,Rainy
2006-02-24,08:37,43.666045,-79.58769,Clear,Daylight,Dry,None,0,0.9,-8.3,0.2,-3.7,Low Temp,Rainy
2006-02-24,08:37,43.666045,-79.58769,Clear,Daylight,Dry,None,0,0.9,-8.3,0.2,-3.7,Low Temp,Rainy
2006-02-24,08:37,43.666045,-79.58769,Clear,Daylight,Dry,Major,0,0.9,-8.3,0.2,-3.7,Low Temp,Rainy
2006-02-25,15:29,43.671845,-79.39539,Clear,Daylight,Dry,Unknown,0,2.3,-3.6,3.2,-0.6500000000000001,Low Temp,Rainy
2006-02-25,15:29,43.671845,-79.39539,Clear,Daylight,Dry,None,0,2.3,-3.6,3.2,-0.6500000000000001,Low Temp,Rainy
2006-02-25,15:29,43.671845,-79.39539,Clear,Daylight,Dry,Major,0,2.3,-3.6,3.2,-0.6500000000000001,Low Temp,Rainy
2006-02-26,01:17,43.650445,-79.43979,Snow,Dark,Wet,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,01:17,43.650445,-79.43979,Snow,Dark,Wet,None,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,01:17,43.650445,-79.43979,Snow,Dark,Wet,Minimal,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,01:17,43.650445,-79.43979,Snow,Dark,Wet,None,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,01:17,43.650445,-79.43979,Snow,Dark,Wet,None,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Unknown,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-26,04:30,43.655345,-79.35519,Clear,Dark,Loose Snow,Major,0,-4.6,-12.5,0,-8.55,Low Temp,Dry
2006-02-27,05:01,43.717145,-79.58259,Clear,Dark,Dry,Unknown,0,-3.3,-13,0.4,-8.15,Low Temp,Rainy
2006-02-27,05:01,43.717145,-79.58259,Clear,Dark,Dry,None,0,-3.3,-13,0.4,-8.15,Low Temp,Rainy
2006-02-27,05:01,43.717145,-79.58259,Clear,Dark,Dry,Fatal,0,-3.3,-13,0.4,-8.15,Low Temp,Rainy
2006-02-27,17:23,43.659545,-79.34669,Clear,Daylight,Dry,None,0,-3.3,-13,0.4,-8.15,Low Temp,Rainy
2006-02-27,17:23,43.659545,-79.34669,Clear,Daylight,Dry,Major,0,-3.3,-13,0.4,-8.15,Low Temp,Rainy
2006-02-28,17:54,43.666645,-79.58739,Clear,Dark,Dry,Major,0,-4.5,-12.7,0,-8.6,Low Temp,Dry
2006-02-28,23:34,43.737045,-79.24619,Clear,Dark,Dry,None,0,-4.5,-12.7,0,-8.6,Low Temp,Dry
2006-02-28,23:34,43.737045,-79.24619,Clear,Dark,Dry,None,0,-4.5,-12.7,0,-8.6,Low Temp,Dry
2006-02-28,23:34,43.737045,-79.24619,Clear,Dark,Dry,Minor,0,-4.5,-12.7,0,-8.6,Low Temp,Dry
2006-02-28,23:34,43.737045,-79.24619,Clear,Dark,Dry,Major,0,-4.5,-12.7,0,-8.6,Low Temp,Dry
2006-03-01,11:10,43.688645,-79.35279,Clear,Daylight,Dry,None,0,-0.2,-12,0,-6.1,Low Temp,Dry
2006-03-01,11:10,43.688645,-79.35279,Clear,Daylight,Dry,Major,0,-0.2,-12,0,-6.1,Low Temp,Dry
2006-03-06,18:28,43.636545,-79.47509,Clear,"Dusk, artificial",Dry,None,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,18:28,43.636545,-79.47509,Clear,"Dusk, artificial",Dry,None,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,18:28,43.636545,-79.47509,Clear,"Dusk, artificial",Dry,Major,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Fatal,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Minor,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Minor,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Unknown,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Minor,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,None,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-06,22:22,43.627745,-79.48149,Clear,Dark,Dry,Unknown,0,1.9,-5.7,0,-1.9000000000000001,Low Temp,Dry
2006-03-08,20:18,43.618845,-79.52039,Clear,Dark,Dry,Fatal,0,1.1,-5.5,0,-2.2,Low Temp,Dry
2006-03-08,20:18,43.618845,-79.52039,Clear,Dark,Dry,Major,0,1.1,-5.5,0,-2.2,Low Temp,Dry
2006-03-08,20:18,43.618845,-79.52039,Clear,Dark,Dry,Minor,0,1.1,-5.5,0,-2.2,Low Temp,Dry
2006-03-08,20:18,43.618845,-79.52039,Clear,Dark,Dry,None,0,1.1,-5.5,0,-2.2,Low Temp,Dry
2006-03-08,20:18,43.618845,-79.52039,Clear,Dark,Dry,Minor,0,1.1,-5.5,0,-2.2,Low Temp,Dry
2006-03-11,08:52,43.656345,-79.45249,Clear,Daylight,Dry,None,0,5.9,-2,0,1.9500000000000002,Low Temp,Dry
2006-03-11,08:52,43.656345,-79.45249,Clear,Daylight,Dry,Fatal,0,5.9,-2,0,1.9500000000000002,Low Temp,Dry
2006-03-11,09:15,43.801943,-79.199786,Clear,Daylight,Dry,Fatal,0,5.9,-2,0,1.9500000000000002,Low Temp,Dry
2006-03-11,09:15,43.801943,-79.199786,Clear,Daylight,Dry,None,0,5.9,-2,0,1.9500000000000002,Low Temp,Dry
2006-03-15,15:35,43.697045,-79.54669,Clear,Daylight,Dry,None,0,2,-3.5,0,-0.75,Low Temp,Dry
2006-03-15,15:35,43.697045,-79.54669,Clear,Daylight,Dry,Fatal,0,2,-3.5,0,-0.75,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,Major,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,None,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,Minor,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,Minor,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,Major,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,None,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,None,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,None,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,09:25,43.816245,-79.31449,Clear,Daylight,Dry,Major,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,17:10,43.658145,-79.37239,Clear,Daylight,Dry,None,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-16,17:10,43.658145,-79.37239,Clear,Daylight,Dry,Major,0,3.2,-5,0,-0.8999999999999999,Low Temp,Dry
2006-03-17,06:42,43.663945,-79.45049,Clear,Daylight,Dry,None,0,0.8,-6.6,0,-2.9,Low Temp,Dry
2006-03-17,06:42,43.663945,-79.45049,Clear,Daylight,Dry,Major,0,0.8,-6.6,0,-2.9,Low Temp,Dry
2006-03-17,15:54,43.665145,-79.41129,Clear,Daylight,Dry,None,0,0.8,-6.6,0,-2.9,Low Temp,Dry
2006-03-17,15:54,43.665145,-79.41129,Clear,Daylight,Dry,Major,0,0.8,-6.6,0,-2.9,Low Temp,Dry
